clip_ID,call_type,latent_representation
G08461,1,"[-1.5931587219238281, -1.0999982357025146, -1.1403861045837402, 0.5332642197608948, 0.04158473014831543, -2.267179012298584, -0.410475492477417, 0.8440492749214172, 1.0774502754211426, 0.31075313687324524, 1.259627342224121, 0.24616551399230957, 0.5066053867340088, 0.2627652883529663, 0.14238980412483215, 1.5649166107177734, 0.13090530037879944, 2.0997650623321533, 0.190928652882576, 1.4060875177383423, 2.459127426147461, 0.1684480458498001, 2.21697998046875, 2.3068671226501465, -0.06012488901615143, 0.1461804211139679, -0.4677533805370331, 0.9162710309028625, -0.22386713325977325, 1.591139793395996, 0.7235539555549622, -0.47600531578063965, -0.13105005025863647, 0.4306168556213379, 0.10169154405593872, 1.1862074136734009, -0.8854042291641235, -0.8071442246437073, -1.0963659286499023, 0.5698209404945374, -0.9172052145004272, -0.37851443886756897, 0.5444886684417725, 1.9279072284698486, -1.8551206588745117, -0.8869895339012146, -1.8501999378204346, -0.5590593218803406, -1.1585882902145386, 0.7363698482513428, 0.8481059074401855, -2.529578924179077, -0.6768629550933838, -2.571354627609253, 1.2659804821014404, -0.24226096272468567, 1.633042335510254, -0.25269073247909546, -0.6370640397071838, -0.24177411198616028, -1.082890510559082, 1.4570058584213257, -0.3996327519416809, 0.43282461166381836, 2.0346128940582275, -1.1167771816253662, 0.4188705086708069, -0.18946903944015503, -0.5885822176933289, 0.4618859887123108, 1.71005380153656, 0.6468428373336792, -0.4514126181602478, 0.3332976698875427, 0.19182109832763672, 1.447904348373413, -0.1389179229736328, -0.5808665752410889, -1.3093807697296143, -0.23627638816833496, -0.4468739628791809, -0.07108932733535767, -0.21758952736854553, -0.12237480282783508, -0.17416271567344666, 0.07731521129608154, -1.9816445112228394, -0.14219558238983154, 0.0933917760848999, 0.8921752572059631, 0.6312543153762817, -0.09730219841003418, -1.1701351404190063, -0.641560435295105, -0.8616646528244019, -1.2344869375228882, -0.1540752351284027, -0.01617145538330078, -2.0085012912750244, -1.2919737100601196, -0.5518091320991516, 0.11218929290771484, 0.4192454218864441, -1.567478895187378, -2.0767135620117188, 1.5303208827972412, -1.156598448753357, -0.004491865634918213, 0.11301589012145996, -0.979055643081665, -0.3380576968193054, 0.6867303848266602, 1.453070878982544, 0.5042707324028015, 0.45719021558761597, -1.0468968152999878, 0.23328053951263428, 0.5336928963661194, 0.08964013308286667, -1.7466464042663574, 0.30841419100761414, 1.70630943775177, -1.0269992351531982, -0.5342980623245239, -1.9448100328445435, 0.012907922267913818, -0.23466457426548004, 1.0330601930618286]"
G12406,5,"[-2.9785406589508057, 0.7170576453208923, 1.0119085311889648, 0.43410471081733704, -1.8880473375320435, -1.7807198762893677, -0.5554165840148926, 1.365682601928711, 1.2442326545715332, 0.6055368185043335, 0.4712584912776947, -0.22636115550994873, 0.3273158669471741, -1.8895103931427002, -0.988702118396759, -1.0306812524795532, -0.07415838539600372, 1.0782053470611572, 1.665669322013855, 0.5724687576293945, -1.6696300506591797, -2.4530210494995117, 1.0798379182815552, -0.8983277082443237, 1.2620398998260498, 0.8161490559577942, -1.3228137493133545, 1.7096421718597412, 3.132648229598999, 0.4342013895511627, -0.1367999166250229, 0.41980311274528503, -2.081129789352417, -0.5824474692344666, -1.0408776998519897, -2.7917518615722656, -3.68074369430542, -0.16497337818145752, -0.33293843269348145, 1.3902310132980347, 0.5568515062332153, 0.979597270488739, 0.4119974374771118, 1.5192148685455322, -1.2840909957885742, 0.7930759191513062, -0.7765372395515442, -1.721432089805603, -1.496870994567871, 0.5262290239334106, -0.510857880115509, 1.2327921390533447, -0.38592612743377686, -0.7390847206115723, -2.699293613433838, -0.38877931237220764, -1.2673057317733765, 0.17242929339408875, 1.8209195137023926, -1.0355299711227417, 0.3449003994464874, -0.29690173268318176, 0.06681585311889648, 1.2795792818069458, 1.0682241916656494, 0.621502161026001, 1.0566632747650146, -0.6833489537239075, -1.9259018898010254, -1.882689356803894, 0.44711917638778687, 0.3928785026073456, 2.580864667892456, -0.612740159034729, 1.4976531267166138, -0.9683302044868469, -0.21250200271606445, -0.9039703011512756, -0.5104209184646606, -0.3826531767845154, 0.5166008472442627, -0.6735239028930664, -2.2977654933929443, 0.5001393556594849, 0.5805391073226929, -1.333463430404663, -1.6942075490951538, 0.921100378036499, -0.20891857147216797, 1.2915563583374023, 1.6734521389007568, 0.25162196159362793, 2.0975050926208496, -0.6605585813522339, 0.8579813241958618, 1.0499863624572754, -0.014270633459091187, 1.012527346611023, -1.4486842155456543, -0.4825644791126251, 0.28978946805000305, -0.02012878656387329, -0.5206218361854553, 1.7971948385238647, 0.11256605386734009, 1.039154291152954, -0.07724612951278687, -1.4510741233825684, 1.0124971866607666, -0.2965959310531616, 2.086888313293457, -3.06241512298584, -1.8900706768035889, 1.7704768180847168, 1.118492603302002, -0.028398796916007996, 0.8145725131034851, 0.07839508354663849, -1.5420448780059814, -2.8940834999084473, -0.12139680981636047, 3.1480016708374023, -2.6456491947174072, -0.14727738499641418, 1.5699479579925537, -1.409440040588379, -1.0437655448913574, 0.7661257982254028]"
G11272,4,"[1.1029980182647705, -0.06808331608772278, -1.2085201740264893, -1.7046840190887451, 1.306014060974121, 0.4851602017879486, 0.640193521976471, -0.1587807536125183, -2.3759727478027344, 0.6473851799964905, -1.733550786972046, 0.08909943699836731, -1.0162006616592407, 1.2094788551330566, -0.24750590324401855, -0.6479319334030151, -0.11993288993835449, 0.5735392570495605, -0.29650840163230896, 0.438557505607605, -0.6548659205436707, 0.0069495029747486115, -0.01289549469947815, 0.8599861264228821, -0.6999770402908325, 0.023049384355545044, 1.7389235496520996, 0.9262259602546692, -0.17730361223220825, -1.0281344652175903, 0.21424254775047302, 0.06308795511722565, 0.35308754444122314, 0.836144208908081, -1.3910858631134033, 0.8803281784057617, 1.6473724842071533, 0.020813733339309692, -1.1946457624435425, 1.809072732925415, -1.0243412256240845, 0.36761319637298584, -1.2354373931884766, 0.06436613202095032, 1.1546152830123901, 0.08011642843484879, -0.5739916563034058, -0.5939061641693115, 0.666720986366272, -0.9425749778747559, -1.48061203956604, -0.9077969193458557, -0.5358535647392273, -1.2905173301696777, -0.774835467338562, -0.19812454283237457, 0.2279011309146881, -0.7995214462280273, 0.06700566411018372, -0.7810070514678955, 0.557713508605957, -1.4597309827804565, -1.0196915864944458, -2.0685441493988037, -0.0035915039479732513, 0.483566552400589, 0.887919545173645, -0.9290627241134644, 0.6352745890617371, 1.7406892776489258, -0.6217585802078247, 0.2734818458557129, 1.1672590970993042, -0.34925377368927, -1.504607915878296, -0.7497190237045288, 1.9120995998382568, -1.710989236831665, -1.1315146684646606, 1.0656206607818604, 1.130488634109497, -0.707016110420227, 2.786794424057007, 0.6660362482070923, 0.7865962386131287, 0.14366412162780762, -1.7849398851394653, 1.180931568145752, 1.5812742710113525, 0.2127038836479187, -0.6948369741439819, 1.3452562093734741, 0.7732521295547485, -0.6025165319442749, -0.32001975178718567, -0.14691007137298584, -1.3697799444198608, 1.14500093460083, 0.7860128879547119, -1.0743036270141602, -0.33697184920310974, 0.575676441192627, 1.2549997568130493, 0.5966672897338867, 0.16036337614059448, -0.5036848187446594, 2.727786064147949, 0.41285812854766846, 0.819853663444519, -0.29614993929862976, -0.2677638530731201, -0.5791304707527161, 0.12771190702915192, 1.0343613624572754, -0.08811263740062714, -0.1913914680480957, 1.5846896171569824, 0.9940493106842041, -0.4840739071369171, -0.21767325699329376, 1.0307972431182861, 2.127906322479248, 1.7065753936767578, 0.8539856672286987, -0.5451415181159973, 0.005874574184417725, 0.24270930886268616, -0.01647523045539856]"
G01082,1,"[0.28081032633781433, 0.8590904474258423, -0.9250255823135376, -0.07659652829170227, 1.5244336128234863, 0.7589970827102661, 0.0206298828125, -2.2864229679107666, -1.1921871900558472, -1.62409245967865, -1.1918131113052368, 1.2912030220031738, 0.894961953163147, 1.7720377445220947, 0.6194136142730713, -0.38924112915992737, 1.0244214534759521, -0.1897585242986679, 0.644858717918396, 0.18174749612808228, 0.7240791916847229, 0.10000347346067429, -0.2959279716014862, 0.11084491014480591, -0.27187579870224, -0.18685901165008545, 0.3961092233657837, -0.44924455881118774, -0.5213783383369446, 0.8870092034339905, -0.5376293063163757, -1.5765184164047241, -0.22240112721920013, 0.8808014392852783, -2.6763100624084473, 0.6132672429084778, 1.2246336936950684, -0.41473132371902466, 0.19163061678409576, 2.3512985706329346, -0.8409379124641418, 0.7648079991340637, -0.7047495245933533, -1.456221580505371, 1.453577995300293, 1.6034460067749023, 0.014535201713442802, -0.590178906917572, 0.5998455286026001, 0.3699764609336853, -0.8292893171310425, -0.5712979435920715, 1.2545660734176636, 0.10813203454017639, -0.3499983251094818, -0.15511929988861084, 0.38542765378952026, 1.0250338315963745, 0.3591023087501526, -0.9668806791305542, 1.0519113540649414, -1.8288551568984985, 0.26804685592651367, -1.682382345199585, -0.24215617775917053, 0.6717785596847534, -0.03206454589962959, -1.1920932531356812, -1.4509735107421875, 0.48427826166152954, -0.026714563369750977, 0.6042473316192627, 1.903963565826416, -1.0437140464782715, -1.7488689422607422, -0.8261916041374207, 1.6193673610687256, -0.2890637516975403, 1.4871408939361572, -0.5279456973075867, -0.23974084854125977, 0.1362004280090332, 1.6725735664367676, 0.22951862215995789, 0.7896519899368286, 1.3420460224151611, -0.1559547632932663, -0.3234366774559021, 2.378598213195801, 0.05774286016821861, -0.853119969367981, 1.521443486213684, 0.3965921103954315, 0.061208248138427734, -0.741629421710968, 1.0735623836517334, -0.37619736790657043, 0.33774644136428833, 1.2142523527145386, 0.5789705514907837, -0.09459343552589417, 1.5528194904327393, -0.015160322189331055, -0.05027693510055542, 0.7145098447799683, -0.4130028188228607, -0.1875241994857788, -0.5940076112747192, 0.4117029905319214, 0.15085574984550476, -1.4404067993164062, 1.2182776927947998, 0.9632885456085205, -0.5270544290542603, 0.33407872915267944, 0.33361274003982544, -0.0387478843331337, -0.1649867296218872, -0.501815140247345, 0.5905182361602783, -0.23355120420455933, 1.41959810256958, 1.3809874057769775, 1.0682114362716675, 0.010151147842407227, -0.6023001670837402, -0.06111323833465576, -0.3155694007873535]"
G00280,0,"[-0.6328437924385071, -1.4064122438430786, -0.7776774764060974, -0.3432009220123291, -0.005720049142837524, -1.0590629577636719, -1.5400023460388184, 0.6573198437690735, -2.0385520458221436, -1.3486647605895996, 1.0730993747711182, 0.32889634370803833, -0.8511636257171631, -0.8467929363250732, 1.45741868019104, -1.5405628681182861, 0.4991692304611206, -0.5691507458686829, -1.5435236692428589, -1.592634677886963, 0.6072656512260437, 1.6137295961380005, -2.0770645141601562, -2.532773494720459, 0.24960951507091522, -1.8603613376617432, 0.9786731004714966, -0.8974684476852417, -1.6783194541931152, -1.0458322763442993, -1.0827991962432861, 0.6190162897109985, 0.22903692722320557, -1.1220051050186157, 0.24926304817199707, 0.31171083450317383, 1.0357496738433838, 0.8073304891586304, 0.8403891324996948, 0.9033372402191162, 0.587524950504303, 0.07211564481258392, 0.19943055510520935, -0.3877558708190918, 2.0690581798553467, 1.8698885440826416, 0.8409572839736938, -0.20515909790992737, 1.6819959878921509, -0.1467801332473755, 0.35771849751472473, 0.34287741780281067, -1.0811434984207153, -0.07874305546283722, -0.046447157859802246, -1.3080655336380005, -0.438125878572464, -0.4651523232460022, 0.10366305708885193, 0.729927659034729, 0.7319396734237671, -0.7570434808731079, 0.16195839643478394, -0.9003676176071167, 0.5733424425125122, -0.2527974843978882, 0.6509687900543213, 0.5403293371200562, -0.07915470004081726, 1.2810207605361938, 0.15423566102981567, 1.5739006996154785, 0.5388661623001099, 0.2686062157154083, 0.42860525846481323, 0.5551813840866089, -0.9104681015014648, -1.6125568151474, -0.5212739706039429, 0.07754987478256226, -0.30697765946388245, 0.8746978044509888, 0.5770290493965149, -0.2754526138305664, 0.6786470413208008, 0.2775159478187561, -1.47945237159729, -1.4031965732574463, -0.7022222876548767, -1.160115122795105, -2.5241713523864746, -0.5846160054206848, 0.7271924018859863, 1.0203113555908203, 0.09167233109474182, 1.4804587364196777, -0.7440768480300903, -0.3995174467563629, 0.8984028697013855, 0.7955869436264038, -0.1794692873954773, 0.7663971185684204, 1.466217279434204, -0.489003449678421, 0.09907332062721252, 0.09611782431602478, -0.5324479341506958, 1.328602910041809, 1.5282865762710571, 0.04751443862915039, -0.10963577032089233, -0.17330850660800934, -1.0009499788284302, -0.27808138728141785, 0.38311073184013367, 1.0712339878082275, -0.40625640749931335, -0.8582452535629272, -0.3252776861190796, -0.25576695799827576, -1.9636883735656738, 0.3825948238372803, 1.6690471172332764, 0.7338132858276367, -0.20412056148052216, 0.04989999532699585, -0.8797835111618042, 0.02679726481437683]"
G14224,0,"[-0.06723551452159882, -0.6397789716720581, -0.7129690647125244, -1.6521787643432617, -0.9637806415557861, 1.0214308500289917, 1.083845853805542, -0.722335159778595, -1.63218092918396, 0.3058660924434662, 0.799649178981781, 0.03767231106758118, 1.056877851486206, -0.7141414880752563, -1.0345451831817627, -0.7748041749000549, 1.5446207523345947, 0.6594561338424683, 0.16164568066596985, 0.06816108524799347, 0.8452240228652954, -1.0233445167541504, 0.7801824808120728, -0.5239372849464417, 1.0787304639816284, -0.02973690629005432, -1.197601079940796, 0.40732455253601074, -1.1416172981262207, 0.4902757406234741, -0.5179508924484253, -0.7256995439529419, -0.5288709402084351, -0.061650246381759644, -0.5338741540908813, 0.5080514550209045, 0.5387022495269775, -0.7554305195808411, 0.8217991590499878, 1.719588279724121, -1.0975842475891113, -0.32484346628189087, 0.1693180352449417, -1.1763536930084229, 0.5999866724014282, 0.9315598011016846, -1.1675710678100586, -0.2271316647529602, 0.6970426440238953, -0.5268464088439941, -0.3392569422721863, 1.550864338874817, 1.0667423009872437, 1.5625877380371094, -0.48637983202934265, 0.27339428663253784, 0.5788103342056274, 0.9653092622756958, 0.32118281722068787, -0.7316756844520569, -1.2903640270233154, -1.450697422027588, -1.0446839332580566, -0.29658621549606323, -0.5626892447471619, 1.2628849744796753, 0.9359095096588135, 1.2180447578430176, -1.2684826850891113, 0.9566183686256409, -0.574469268321991, 0.2713770270347595, 1.126783013343811, -0.30726081132888794, -1.0448107719421387, -0.4157654047012329, 1.2381025552749634, -0.3653416633605957, -1.1987041234970093, 0.014735523611307144, 0.23633792996406555, -0.7731108665466309, 1.216528296470642, 0.5399526357650757, -0.4103957712650299, -1.289797306060791, -1.027075171470642, -0.619806170463562, 0.057007115334272385, 4.935264587402344e-05, 1.5729464292526245, 0.8620428442955017, -0.37500664591789246, -0.5813149213790894, 0.365977942943573, 1.9021140336990356, 1.41148042678833, -0.29348456859588623, 1.4440585374832153, -0.24308279156684875, 0.7766201496124268, -0.1212867796421051, -0.4596627354621887, -0.12738174200057983, 0.8294368982315063, -0.5894969701766968, 0.928572416305542, 0.09648700058460236, -0.8547247648239136, 0.054193735122680664, -0.16894039511680603, 0.025994837284088135, -2.2410807609558105, 0.7649595141410828, -0.3004980683326721, -0.7415462732315063, -1.1386668682098389, 0.5119826793670654, 1.110250473022461, 0.15146929025650024, 1.483731985092163, 0.9055575132369995, -0.7859569191932678, 1.5833220481872559, 0.08507710695266724, -0.20011493563652039, -1.7401516437530518, -0.5610463619232178]"
G05278,4,"[1.0090166330337524, 0.2698272466659546, -1.8554662466049194, -0.16361701488494873, 0.12325625121593475, 0.615909218788147, 0.8945755958557129, -0.2668604850769043, -0.6094067096710205, 0.6000279188156128, -0.14396336674690247, -0.29565200209617615, -0.3227642774581909, -0.40526556968688965, -0.30399125814437866, -0.8230417966842651, 0.4437800645828247, 0.2701854109764099, 0.16467303037643433, -0.6718401908874512, 0.0051309168338775635, -0.16851744055747986, -0.7763373255729675, 1.3201106786727905, 0.7827805876731873, -1.0848344564437866, 0.43762654066085815, 1.8553507328033447, -2.572056531906128, 1.2702418565750122, -1.7816436290740967, -1.1346228122711182, 0.06418025493621826, -0.589339017868042, 0.3027198910713196, 0.7183088064193726, 2.089897394180298, 1.4185676574707031, -1.0844061374664307, 1.1741290092468262, 0.38626572489738464, -0.17813515663146973, 0.9903409481048584, -1.297656774520874, 0.7485730051994324, 1.3021371364593506, -0.6591508984565735, 0.7680090069770813, -0.9750790596008301, 0.4188666045665741, 1.4729692935943604, 1.153882622718811, 0.48016130924224854, -0.1752261519432068, 0.14312881231307983, -0.054101742804050446, 0.21930557489395142, -0.23702338337898254, 1.9431251287460327, 0.5636452436447144, -0.9853914976119995, -1.1346781253814697, -0.34291884303092957, -0.36319196224212646, -1.5382423400878906, 0.435890793800354, 1.7207838296890259, -0.0863492339849472, -0.8041331768035889, 1.4358124732971191, -0.08357509970664978, 0.1808069795370102, 1.7904255390167236, -1.3164055347442627, -1.4008774757385254, -0.7240975499153137, 0.979840874671936, -0.03337740898132324, -0.3138750195503235, -0.5720741152763367, 0.3220069706439972, 0.7411525249481201, 2.2948875427246094, 0.7500668168067932, -0.8461238741874695, -1.1092677116394043, -2.5964765548706055, -0.308668315410614, 0.287686824798584, -0.14679187536239624, -0.5932345986366272, 1.6454014778137207, 1.4423631429672241, -0.8152867555618286, -0.7121750116348267, 0.10278075933456421, 0.9617464542388916, 0.46762487292289734, 0.3335365653038025, 0.740761935710907, -0.2560456395149231, 0.22999627888202667, 0.2960067689418793, 0.982574462890625, 1.8064582347869873, -0.691472053527832, -0.6537150144577026, -0.42887094616889954, -0.5832473039627075, -0.09037287533283234, -0.27901604771614075, -0.742402195930481, -1.229722261428833, 1.9829845428466797, -0.5490289926528931, -0.7569169998168945, 0.09058097004890442, 1.6460038423538208, -0.5965732336044312, -1.1374332904815674, -0.39340081810951233, -0.1945061832666397, 0.8230932354927063, 1.3075811862945557, 2.101651430130005, 0.023605167865753174, -0.6285951137542725, -0.1743059605360031]"
G06273,4,"[1.446825623512268, 0.12940528988838196, -0.6848114728927612, -2.1616506576538086, 0.9474717378616333, 0.7903385758399963, 1.8604350090026855, -0.6611210107803345, -1.7942845821380615, 0.6623766422271729, -0.05539479851722717, 0.28800511360168457, -0.7590956687927246, 1.9013432264328003, 0.3281947374343872, -0.0417020320892334, 0.7060694694519043, 1.0925421714782715, -0.10403886437416077, 0.8157034516334534, -0.6906736493110657, 1.0108742713928223, 0.2890077233314514, 1.2083725929260254, -0.5115281343460083, -0.6654361486434937, 1.1513960361480713, 0.6856507062911987, -1.4037506580352783, 0.5363122820854187, -0.5148197412490845, -0.02415311709046364, 0.24891813099384308, 1.6614956855773926, -1.3571401834487915, 0.30004245042800903, 0.9566293954849243, -0.393047034740448, 1.353740930557251, 1.626257061958313, -1.6222342252731323, 0.4116751551628113, -1.1470023393630981, -0.26799482107162476, 0.7721627950668335, 0.6308473348617554, -1.668766975402832, -0.28827375173568726, 1.4152991771697998, -0.348691463470459, -1.6455786228179932, -0.293184757232666, 0.15438231825828552, 1.173151969909668, -1.422100305557251, 0.23193520307540894, 1.201784610748291, 0.006333932280540466, 1.0331110954284668, -0.4252847731113434, 1.2752629518508911, -0.3143690228462219, 0.4667210578918457, -1.987135648727417, 0.02176453173160553, -0.27851295471191406, 2.1454403400421143, 1.1641305685043335, -0.40343794226646423, 0.9526416063308716, -0.08732017874717712, -0.07283562421798706, 1.9126214981079102, -1.3112918138504028, -0.41869068145751953, -0.012389682233333588, 1.6205674409866333, -0.12363922595977783, -1.1641476154327393, 0.4729289412498474, 0.5448103547096252, 0.029014110565185547, 1.4276673793792725, 0.16720150411128998, -1.0014195442199707, 0.6461284160614014, -1.50728178024292, 0.10804678499698639, 0.8768444061279297, -0.15855354070663452, -0.17021071910858154, 1.4892678260803223, -0.2392430305480957, 1.4394824504852295, -1.1490881443023682, 1.6076288223266602, 0.6560736894607544, 0.4716610014438629, 0.7713478803634644, 0.40657803416252136, 1.71285080909729, 0.8799644112586975, 1.5566765069961548, -1.8930048942565918, -0.2645200788974762, -0.009243190288543701, 0.6375991702079773, 0.4426918029785156, -1.259199857711792, 0.35138246417045593, -1.289996862411499, 1.134626030921936, 1.216647982597351, -0.2170659899711609, -0.24782240390777588, -0.4558103680610657, -0.4937150478363037, -0.2597454786300659, 1.6263148784637451, 0.04514462128281593, -0.5012626051902771, 2.0057215690612793, 1.4297137260437012, 0.5955352187156677, 0.601033091545105, 0.15119558572769165, -0.1235065758228302, 0.8818865418434143]"
G01034,4,"[-0.35548070073127747, 0.2076832354068756, -2.307788610458374, 0.6328718066215515, 0.11556775867938995, 1.6113979816436768, -1.2140228748321533, -0.8735703825950623, -0.15692806243896484, 0.5471237301826477, 0.6766728162765503, 0.6915402412414551, -1.7231214046478271, 1.2123997211456299, 0.23305511474609375, 0.9109890460968018, -0.22741864621639252, 2.458690643310547, -0.38255590200424194, -0.49837952852249146, 0.07800370454788208, 1.5453065633773804, -0.24877245724201202, 2.358684778213501, -1.8162171840667725, -1.0729330778121948, -0.6654433012008667, -1.1453920602798462, -0.9126490950584412, 0.37782347202301025, -0.3556065559387207, -0.6903893351554871, -0.9365413784980774, -0.650345504283905, -0.6629132628440857, 0.5086261630058289, 1.5852831602096558, 0.07602223753929138, -0.5346812605857849, 1.6814175844192505, -1.324965000152588, 0.6773263216018677, 0.5564932227134705, 0.6179463267326355, -1.820753574371338, -0.009938061237335205, -0.5935324430465698, 0.9945042133331299, 0.8320690393447876, 0.8539292216300964, 0.39381521940231323, -0.11703743785619736, 0.23729629814624786, -1.6238168478012085, 1.2693613767623901, -0.5814065337181091, 0.29671698808670044, -0.5817062854766846, -0.5652470588684082, -0.836269199848175, 1.2935080528259277, -0.6784128546714783, 0.4554464519023895, -1.8548592329025269, 1.129533290863037, 2.040093421936035, 0.0120135098695755, 0.13983750343322754, -2.385190963745117, 0.805149257183075, 0.9949118494987488, -0.06031718850135803, -0.17878709733486176, -0.4458557665348053, -0.975143551826477, 1.0842076539993286, 0.4353693127632141, 1.5955476760864258, 0.7519518733024597, -0.6760008335113525, 0.1867947280406952, -0.5263818502426147, 1.9692041873931885, 0.2857152819633484, -1.2389057874679565, 0.6987847089767456, 0.28483906388282776, 0.4330849349498749, 2.5351786613464355, 0.7089478969573975, -0.36945590376853943, 0.6270143389701843, 0.2837986946105957, -0.21997134387493134, 0.7882004976272583, -0.21168628334999084, -0.4717981219291687, 0.8289620280265808, -1.6452165842056274, -0.45013898611068726, -0.06731072068214417, -0.45194244384765625, 1.038159966468811, -0.8589465022087097, 0.6932117938995361, 0.23596690595149994, -1.0183136463165283, 0.3790019750595093, 0.45478618144989014, 0.03137822076678276, -0.543286144733429, 0.45388445258140564, 2.319648027420044, 0.3031700849533081, 0.6411533951759338, -0.9368095397949219, -0.5942913889884949, -1.5607274770736694, -1.0295835733413696, 0.24120807647705078, 1.3833868503570557, 0.2402203530073166, 2.2128028869628906, -0.6955914497375488, 0.30647245049476624, -0.12329275906085968, 1.4470568895339966, 1.713319182395935]"
G12290,5,"[-1.155561923980713, 0.5034058690071106, 0.6152991056442261, -0.8621214628219604, -0.6826348900794983, 0.8186342120170593, 0.5306075215339661, -0.06731564551591873, -0.9495568871498108, 2.1067779064178467, -0.30272307991981506, -1.1873157024383545, -2.1747095584869385, 1.2953062057495117, -1.1924667358398438, 0.8524971008300781, 0.5964167714118958, 2.7656667232513428, -1.4244585037231445, -0.5047935247421265, -0.08996063470840454, -0.020722419023513794, 1.091274619102478, 1.3017628192901611, 0.3239707350730896, 1.0085583925247192, 0.22366660833358765, 1.06407630443573, 0.20316913723945618, -0.6737830638885498, -0.40878722071647644, -0.3700907826423645, 0.21433445811271667, 0.93907630443573, -0.5256948471069336, -1.2345097064971924, 0.11145894229412079, -0.32822561264038086, -1.3738977909088135, 1.9743486642837524, 0.1620820164680481, -1.4228471517562866, -0.6830346584320068, 1.6738783121109009, -0.15668177604675293, 0.4541153907775879, -0.7204258441925049, -1.0056580305099487, 1.005225658416748, 1.2376900911331177, -0.8502354621887207, 1.306012749671936, -0.8959777355194092, -1.9994851350784302, -0.914710521697998, -0.21925954520702362, 0.8960739374160767, -0.16167140007019043, -0.8848139047622681, 0.9722976684570312, 1.893554449081421, -0.8432801961898804, -2.278776168823242, -1.2100757360458374, -0.0007997751235961914, 0.29575103521347046, 0.23611260950565338, -0.6151761412620544, -0.29291945695877075, -0.0022893263958394527, 0.2993450164794922, -0.43136507272720337, 0.9001837968826294, -1.1761572360992432, -0.9142221808433533, 1.867653727531433, -0.4351227581501007, 0.454115092754364, -0.9860552549362183, 0.2471555769443512, 1.1513999700546265, 1.0094472169876099, -0.12778979539871216, 0.7393646240234375, 0.23304733633995056, -0.42542845010757446, -1.347883939743042, 0.5315161943435669, 0.5633282661437988, 0.8869001865386963, 0.6125954985618591, -0.521213173866272, -0.5991623997688293, -0.4258034825325012, 0.3852536082267761, 0.6793638467788696, 0.0021730661392211914, 1.4181289672851562, -1.3068513870239258, 0.5801548361778259, -0.05224329233169556, -0.41568639874458313, 1.026602864265442, -1.5226082801818848, -0.6294004917144775, 0.5698509216308594, -1.0829966068267822, -0.17076760530471802, 0.31741398572921753, -0.8901232481002808, -0.3701476454734802, 0.8494803309440613, 1.0376639366149902, -0.07759305834770203, -0.6115008592605591, 0.2953487038612366, 1.6393301486968994, 0.7592747807502747, 0.6790335178375244, -0.07719764113426208, 1.0416213274002075, 2.851526975631714, 1.361446738243103, -0.48455870151519775, -0.7892564535140991, -0.5034325122833252, 3.0673980712890625, -0.26893895864486694]"
